osm_id,name,latitude,longitude,distance_from_aeos_m,distance_from_manyata_m,within_manyata_20km,category,equipment_type,direction,survey_date,osm_last_edit,snapshot_base,review_state,working_status,source_url,snapshot_url,license
node/10221035420,,12.9426113,77.6225341,13718,11688,True,traffic,camera,,2022-11-27,2022-11-27T09:03:24Z,2026-09-09T04:20:20Z,candidate-public-outdoor,unknown,https://www.openstreetmap.org/node/10221035420,https://www.thetraffic.in/data/surveillance_cameras.v1.json,ODbL-1.0
node/9838495017,,12.9405384,77.5770732,13722,12789,True,public,camera,0,2022-06-22,2022-06-22T11:09:48Z,2026-09-09T04:20:20Z,candidate-public-outdoor,unknown,https://www.openstreetmap.org/node/9838495017,https://www.thetraffic.in/data/surveillance_cameras.v1.json,ODbL-1.0
node/9838495117,,12.9405384,77.5770732,13722,12789,True,public,camera,270,2022-06-22,2022-06-22T11:09:49Z,2026-09-09T04:20:20Z,candidate-public-outdoor,unknown,https://www.openstreetmap.org/node/9838495117,https://www.thetraffic.in/data/surveillance_cameras.v1.json,ODbL-1.0
node/6490994522,,12.9424075,77.6227122,13744,11712,True,,,,,2019-05-22T12:34:46Z,2026-09-09T04:20:20Z,excluded-non-camera,unknown,https://www.openstreetmap.org/node/6490994522,https://www.thetraffic.in/data/surveillance_cameras.v1.json,ODbL-1.0
node/6490994521,,12.9423798,77.6227483,13748,11715,True,,,,,2019-05-22T12:34:45Z,2026-09-09T04:20:20Z,excluded-non-camera,unknown,https://www.openstreetmap.org/node/6490994521,https://www.thetraffic.in/data/surveillance_cameras.v1.json,ODbL-1.0
node/12995318326,,12.9394954,77.5843515,13754,12634,True,public,camera,,,2025-07-12T05:14:32Z,2026-09-09T04:20:20Z,candidate-public-outdoor,unknown,https://www.openstreetmap.org/node/12995318326,https://www.thetraffic.in/data/surveillance_cameras.v1.json,ODbL-1.0
node/11901586954,,12.9563754,77.5293475,13759,14123,True,public,camera,199,,2024-05-13T16:45:49Z,2026-09-09T04:20:20Z,candidate-public-outdoor,unknown,https://www.openstreetmap.org/node/11901586954,https://www.thetraffic.in/data/surveillance_cameras.v1.json,ODbL-1.0
node/10221035417,,12.9422878,77.622876,13761,11725,True,traffic,camera,,2022-11-27,2022-11-27T09:03:21Z,2026-09-09T04:20:20Z,candidate-public-outdoor,unknown,https://www.openstreetmap.org/node/10221035417,https://www.thetraffic.in/data/surveillance_cameras.v1.json,ODbL-1.0
node/12995318327,,12.9393688,77.5845616,13767,12641,True,public,camera,,,2025-07-12T05:14:32Z,2026-09-09T04:20:20Z,candidate-public-outdoor,unknown,https://www.openstreetmap.org/node/12995318327,https://www.thetraffic.in/data/surveillance_cameras.v1.json,ODbL-1.0
node/9959236318,,12.942132,77.6230456,13782,11743,True,public,camera,,2022-08-17,2022-08-17T12:40:54Z,2026-09-09T04:20:20Z,candidate-public-outdoor,unknown,https://www.openstreetmap.org/node/9959236318,https://www.thetraffic.in/data/surveillance_cameras.v1.json,ODbL-1.0
